link,artist,artist_country,keywords,subject,styles,mediums,materials,list_price,category,height,width,depth
/art/Painting-Bright-Circles-1/416062/3628698/view,Holly Boruck,United States,"energetic, circles, colorful, abstract, movement",Abstract,"Abstract, Fine Art, Minimalism, Modern","Acrylic, collage",Paper,$185.00,Painting,18  H, 36  W, 0.1 
/art/Painting-Silence-in-the-Theatre/424908/3682722/view,Beata Belanszky*Demko,Hungary,"sea, seascape, blue, sunset, turquoise, abstract landscape, orange",Abstract,"Abstract, Abstract Expressionism, Fine Art",Oil,Canvas,$1440.00,Painting,27.6  H, 35.4  W, 0.8 
/art/Painting-Ghost-Deserves-Tobacco/185414/3335493/view,Matthew Dibble,United States,"canvas, gestural, collage, abstract, oil",Abstract,"Abstract, Abstract Expressionism, Fine Art, Modern",Oil,"Paper, Canvas",$6200.00,Painting,60  H, 50  W, 2 
/art/Painting-Terrace-Limited-edition-of-20/849848/3619892/view,Nacho Frades,Spain,"digital painting, contemporary, Digital painter, digital, modern",Architecture,"Conceptual, Figurative, Fine Art, Pop Art, Surrealism",Digital,"Canvas, Paper",$680.00,Painting,30  H, 30  W, 0.1 
/art/Painting-Hidden-Determination/296395/2785610/view,Carlos J Tirado,United States,"acrylic, pink, blue, bronze, fine art, canvas, abstract",Abstract,"Abstract, Abstract Expressionism, Fine Art","Acrylic, Oil","Canvas, Other",$3370.00,Painting,40  H, 30  W, 1 
/art/Painting-Yellow-on-Blue/815678/3681638/view,Kateryna Hai,Ukraine,"blue, brown, still life, flowers, green, interior",Still Life,"Expressionism, Fine Art","Acrylic, Oil",Canvas,$1090.00,Painting,47.2  H, 31.5  W, 0.8 
/art/Painting-Maternity/671796/3657298/view,Carlos Blanco Artero,Spain,"purple, Blanco, carlos blanco artero, maternity, mother",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Portraiture","Oil, Conte, Charcoal, Graphite, Wax",Canvas,$2390.00,Painting,31.5  H, 31.5  W, 0.8 
/art/Painting-Ellipse/335338/1528449/view,Maja Milovanovic,Serbia,"skin, Glamorous, body, touch, white, ellipse, abstract, female, back, baroque, nude",Nude,"Conceptual, Figurative, Fine Art, Realism, Abstract",Oil,Canvas,$1560.00,Painting,59.1  H, 39.4  W, 1.2 
/art/Painting-Tall-Peruvian-Lilies/648673/2562492/view,Raewyn Carboni,Australia,"blue, botany, wild, expressionist, fantasy, flowers, Raewyn, forest, landscape, light, mist, oil",Nature,"Expressionism, Abstract Expressionism, Abstract, Fine Art, Realism","Oil, Wood","Canvas, Stainless Steel, Wood",$1750.00,Painting,32.3  H, 40.2  W, 0.8 
/art/Painting-Whats-the-worst-that-could-happen/722327/3079664/view,Matthew David Smith,United Kingdom,"pop, surface, texture, colour, abstract",Abstract,"Abstract, Conceptual, Fine Art, Pop Art","Acrylic, Oil, Spray Paint","Canvas, Wood",$900.00,Painting,8  H, 6  W, 2 
/art/Painting-California-Dreamin-II-Abstract-N-1667/91068/3113579/view,Koen Lybaert,Belgium,"pink, red, abstract, California Dreamin', layered",Abstract,"Abstract, Fine Art, Abstract Expressionism",Oil,Canvas,$2490.00,Painting,39.4  H, 31.5  W, 1.6 
/art/Painting-Lust/951830/3345968/view,Randy Ortiz Martinez,Italy,"painting, perspective, pleasure, redemption, addictions, sex, investors, collector, discover, experience, gallery, lust, nostalgia",Mortality,"Abstract Expressionism, Figurative, Fine Art",Oil,"Canvas, Wood",$7150.00,Painting,47.6  H, 47.6  W, 2.8 
/art/Painting-Untitled/321152/2833399/view,Anna Eckert,Germany,"sunglasses, modern acrylic painting, Modern Minimal art, large modern artwork, modern female figure art",Beach,"Figurative, Fine Art, Expressionism, Modern, Minimalism",Acrylic,Paper,$700.00,Painting,39.4  H, 27.6  W, 0 
/art/Painting-Pink-Glitterati/270328/3452036/view,Casey Matthews,United States,"peach, pink, purple, putty, red, spring, white, OCRE, floral, flowers, magenta, orange",Abstract,"Abstract, Fine Art","Acrylic, Gouache, Ink, Charcoal, polymer",Canvas,$3970.00,Painting,36  H, 48  W, 1.5 
/art/Painting-Abstract-Beach-1/58313/2724783/view,Mark Fearn,United Kingdom,"beach, sand, seascape, sky, tones, white, brown, dunes, abstract, architecture, landscape, ocean",Landscape,"Abstract, Abstract Expressionism, Fine Art","Oil, Acrylic",Canvas,$460.00,Painting,34.3  H, 33.8  W, 0.1 
/art/Painting-Here-We-Go-Again-Aphrodite/5961/3081732/view,Rusudan Khizanishvili,Georgia,"body, ancient sculpture, circus, black ball, Pink Madness",People,"Expressionism, Figurative, Folk, Fine Art","Acrylic, Ink",Canvas,$5410.00,Painting,35.4  H, 51.2  W, 1.2 
/art/Painting-Evening-homework-with-a-cat/465384/1655995/view,Olena Kamenetska*Ostapchuk,Ukraine,"still life, cats, Olena Kamenetska-Ostapchuk, Olena, animals, evening, interior",Interiors,"Impressionism, Fine Art, Modern, Realism",Oil,Canvas,$1290.00,Painting,17.7  H, 21.7  W, 1.2 
/art/Painting-Studio-Sun-Light/207856/2333337/view,Jerry Coulter,United States,"realism, woman, figure, interior, nude, oil",Interiors,"Figurative, Fine Art, Realism",Oil,"Plastic, Wood",$2670.00,Painting,42  H, 32  W, 3 
/art/Painting-TULIPS-FLOWERS/792069/3567606/view,Alena Shymchonak,Estonia,"original floral paintings, tulips oil painting, bouquet of yulips, tulips oil artwork, red tulips paintings",Floral,"Abstract Expressionism, Fine Art, Impressionism, Expressionism, Realism",Oil,Canvas,$236.00,Painting,15.7  H, 11.8  W, 0.8 
/art/Painting-HOME-TO-THE-GOLDEN-SHORES-I-BELONG-triptych/81234/3567864/view,Christian Bahr,Germany,"port, shelter, shore, blue, stars, wind, Kriemhild, bahr, gold, home, mountain, ocean",Landscape,"Abstract, Abstract Expressionism, Minimalism, Modern, Fine Art","Acrylic, Oil",Canvas,$9850.00,Painting,47.2  H, 122  W, 0.8 
/art/Painting-It-s-in-the-Name/932119/3425074/view,Sharon Farrelly,United Kingdom,"politics, quotes, hollywood, film, humour",Popular culture,"Abstract, Conceptual, Fine Art, Pop Art, Street Art","Spray Paint, Household, Ink, Marker, Paint","Wood, Other",$1710.00,Painting,98  H, 70  W, 1 
/art/Painting-Old-London/954651/3469753/view,jan noah,France,"#love, #couples, #ink, #london, #uk",Places,"Fine Art, Street Art, Modern, Pop Art","Acrylic, Ink, Watercolor",Paper,$920.00,Painting,37.4  H, 27.6  W, 0.4 
/art/Painting-Bowls-and-Birchbark/426258/2686237/view,Laurie Foote,Canada,"pottery, simple, still life, underpainting, birchbark, muted palette",Still Life,"Expressionism, Fine Art",Oil,Canvas,$285.00,Painting,14  H, 11  W, 1 
/art/Painting-flashlights/68216/3347654/view,Charlotte Evans,United States,"torch, trees, dusk, explore, flashlight, light",Landscape,"Figurative, Fine Art, Impressionism",Oil,Canvas,$5420.00,Painting,50  H, 46  W, 1.3 
/art/Painting-Lip-Balm-or-A-Reagan-Era-Adolescence/662038/2496573/view,Julius Kalamarz,United States,"abstract art, fine art, abstract painting , contemporary art, modern art, abstract, art",Abstract,"Abstract, Fine Art, Modern","Acrylic, Household",Wood,$960.00,Painting,12  H, 12  W, 0.5 
/art/Painting-Under-the-Sky-Above-the-Sea-II/494028/2147687/view,Yukari Kaihori,New Zealand,"river, seasons, spring, woods, forests, landscape",Nature,"Modern, Abstract Expressionism, Documentary, Fine Art","Oil, Acrylic",Wood,$1690.00,Painting,23.2  H, 35  W, 0.2 
/art/Painting-Hives-of-Bees-Landscape-oil-painting-One-of-a-Kind/889704/3702174/view,Vayer Art,United States,"tonalism, oil painting, oil on canvas, Oil On Linen, one of a kind, fog, impressionism, landscape, meadow, hives of bees",Landscape,"Fine Art, Impressionism, Realism",Oil,Canvas,$1720.00,Painting,35  H, 29.5  W, 0.8 
/art/Painting-Autumn-Fantasies/742180/2505168/view,Noe Vicente,Philippines,"trees, fantasies, white Branches, autumn, leaves",Abstract,"Abstract Expressionism, Modern, Fine Art","Acrylic, Gouache","Canvas, Wood",$2930.00,Painting,47.2  H, 59  W, 3.6 
/art/Painting-Let-s-play-on-the-beach/629479/3661718/view,victoria gonzalez,Spain,"acrylic, beach, blue, canvas, large painting, contemporary, abstract, modern, oil, orange",Abstract,"Abstract Expressionism, Fine Art, Abstract","Acrylic, oil pastel",Canvas,$865.00,Painting,36  H, 46  W, 0.6 
/art/Painting-Untitled-Camouflage/674799/2711476/view,Maarten van den Bos,United Kingdom,"portrait, gestural, colourful, expressive, abstract, head, landscape",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern","Acrylic, Household",Canvas,$1410.00,Painting,32.7  H, 30.3  W, 1.2 
/art/Painting-High-Desert/413566/3264972/view,Lori Latham,United States,"bold,  colorful,  abstract,  landscape, golden,  Desert,  fields,  hills",Landscape,"Abstract, Fine Art, Modern",Acrylic,Canvas,$2370.00,Painting,30  H, 48  W, 2.3 
/art/Painting-Dreamscape/758742/3137442/view,Lenard Collins,Canada,"vibrant, wax, Encaustic, Tryptic, dreamscape, dreams, abstract",Abstract,"Abstract, Abstract Expressionism, Fine Art","Encaustic, Wax, Acrylic, Ink",Wood,$2710.00,Painting,12  H, 27  W, 1.5 
/art/Painting-Purple-Heaven/558456/2504768/view,Cathy Breslaw,United States,"painting, sculptural, textural, airy, layered transparent mesh, color field painting, ephemeral, sundown sky, light, luminous, meditative, nature",Nature,"Abstract, Expressionism, Fine Art, Minimalism",Spray Paint,"Soft (Yarn, Cotton, Fabric)",$1010.00,Painting,12  H, 15.5  W, 1 
/art/Painting-Extra-LARGE-ORIGINAL-acrylic-painting-trees-trunks-landscape-wall-canvas-art-pastels-office-artwork-white-neutral/596386/3143107/view,K Shoa,United States,"blue, trees, trunk, branches, white, rustic, eucalyptus, gray, landscape, large, neutral",Tree,"Expressionism, Fine Art, Modern, Realism","Acrylic, Oil, Ink",Canvas,$5170.00,Painting,36  H, 48  W, 1.5 
/art/Painting-The-gleam/847827/3132747/view,Dina Volkova,United States,"colorful, drawing, fantasy, abstract, hardwood panel",Abstract,"Abstract, Abstract Expressionism, Fine Art","Acrylic, Pencil","Cardboard, Wood",$225.00,Painting,12  H, 12  W, 0.8 
/art/Painting-Untitled/292357/1442626/view,Jim Harris,Japan,"square, tableau, white, wood, yellow, ARTE, Kunst, peinture, jazz, modern",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art",Oil,Wood,$285.00,Painting,12  H, 12  W, 0.8 
/art/Painting-Dripping-Sphynx/366186/2588341/view,Stephanie LeVasseur,United States,"realistic, sphinx, water, black and white , oil painting, cat, hyperrealism, contemporary, sphynx, large, Morrocan",Animal,"Photorealism, Figurative, Surrealism, Realism, Fine Art",Oil,Canvas,$10599.00,Painting,60  H, 48  W, 1.5 
/art/Painting-Street-Magic-Magic-Love/977142/3618489/view,Arvana Art,Australia,"shapes, texture, graffiti, fineart, streetart, modern",Abstract,"Abstract, Abstract Expressionism, Fine Art, Modern, Street Art",Acrylic,Canvas,$2850.00,Painting,47.2  H, 74.8  W, 1.6 
/art/Painting-Avoca-No-7/296527/2921432/view,campbell laird,United States,"fine art, conceptual, abstract, campbell laird, minimalism, modern",Abstract,"Abstract, Conceptual, Fine Art, Minimalism, Modern",Ink,"Paper, Wood, Other",$4870.00,Painting,50  H, 40  W, 1.5 
/art/Painting-Fishing-boats/952598/3352604/view,Maja *oki* Mihajlovi*,Serbia,"port, reflection, ships, boats, summer, travel, harbor, marina",Boat,"Fine Art, Modern, Figurative, Impressionism","Oil, Paint",Canvas,$805.00,Painting,15.7  H, 17.7  W, 0.8 
/art/Painting-Suspicion-of-Disbelief/734213/2639584/view,shelton walsmith,United States,"purple is the new violet, touring heaven's stables, svinger svingink, in marlene dietrichs accent, boris hearts lisa",Architecture,"Expressionism, Figurative, Fine Art, Folk","oil, Gouache",Canvas,$230.00,Painting,14  H, 10  W, 0.5 
/art/Painting-The-Tiny-Unknown/706058/3686605/view,Sean Ward,United States,"black and white , dark, death, deep, heaven, hell, illustration",Mortality,"Abstract, Street Art, Pop Art, Conceptual, Fine Art","Acrylic, Resin",Wood,$230.00,Painting,8  H, 8  W, 0.8 
/art/Painting-Talk-talk/715399/3435999/view,Izabella Hornung,United Kingdom,"acrylic, black, sitting, blue, body, colourful, conversation, quirly, female, figurative",People,"Expressionism, Fine Art, Figurative, Modern, Surrealism",Acrylic,Canvas,$190.00,Painting,16  H, 11.5  W, 1 
/art/Painting-Billboard-four/10411/2331697/view,Simon Hopkinson,United Kingdom,"acrylic, painting, realism, billboard, street, urban, british, advert, dusk, poole, glow, lights",Landscape,"Realism, Modern, Fine Art, Figurative, Documentary",Acrylic,Canvas,$990.00,Painting,39.4  H, 39.4  W, 1.6 
/art/Painting-Green-Tranquility/765179/3072697/view,Christopher Lyter,United States,"purple, serene, blue, texture, tranquil, yellow, impasto, abstract, abstraction, green",Abstract,"Abstract, Abstract Expressionism, Expressionism, Modern, Fine Art",Oil,Canvas,$955.00,Painting,24  H, 36  W, 1.5 
/art/Painting-Orange-Elevator/758211/2494263/view,Shelley Mansel,Canada,"progress, skyscraper, urban, Cityscape, building, concrete, construction, development, real estate, elevator, expansion, machine",Architecture,"Fine Art, Modern, Realism",Acrylic,Canvas,$3850.00,Painting,60  H, 40  W, 1.8 
/art/Painting-Black-Plays-with-Dusky-Pink/736657/2613819/view,Daniela Schweinsberg,Germany,"pink, off-white, black, white, black and white , mixed-media, 80x80, dusky pink, abstract, 80",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern","Acrylic, charcoal, oil pastels",Canvas,$1670.00,Painting,31.5  H, 31.5  W, 1.2 
/art/Painting-DIVA/664392/2962478/view,jean*humbert savoldelli,France,"acrylic, painting, diva, abstract, SAVOLDELLI",Abstract,"Abstract, Abstract Expressionism, Fine Art",Acrylic,Canvas,$2410.00,Painting,39.4  H, 59.1  W, 1.6 
/art/Painting-THE-BIRTH-OF-LIGHT-AND-TRUTH/81234/2862679/view,Christian Bahr,Germany,"red, birth, sun, sunlight, yellow, morning, dawn, fire, flame, bahr, light, orange",Nature,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern","Acrylic, Oil",Canvas,$3750.00,Painting,47.2  H, 39.4  W, 0.8 
/art/Painting-Nude-5-back-of-a-woman/80346/1189053/view,Victoria Selbach,United States,"redhead, sensual, sexy, shadows, woman, women, dark, female, figurative, back, nude, nudes",Nude,"Realism, Figurative, Fine Art, Portraiture",Acrylic,Canvas,$3020.00,Painting,48  H, 24  W, 1.5 
/art/Painting-The-Cleanroom/167164/2391448/view,robert wevers,Netherlands,"portrait, fine painting, Mixed Media, new realism, lab, laboratory",Portrait,"Figurative, Fine Art","Oil, Plaster, Resin, Tempera",Aluminium,$1640.00,Painting,8.3  H, 18.5  W, 2 
/art/Painting-Nix/793799/2507630/view,Leonardo De la Rosa,Mexico,"constellation, equestry, horses, mythology, night",Animal,"Fine Art, Figurative, Surrealism",Oil,Canvas,$5550.00,Painting,59.1  H, 98.4  W, 2 
/art/Painting-Love-plants/944194/3369160/view,Bane Milenkovi*,Croatia,"plants,  blue,  orange, fine art,  oil on canvas",Botanic,Fine Art,Oil,Canvas,$8700.00,Painting,63  H, 73  W, 0.1 
/art/Painting-Tropic/790793/3282362/view,Alex Raynham,Turkey,"acrylic, red, texture, vegetation, contemporary, abstract, floral, forest, green, Alex Raynham, landscape",Abstract,"Abstract, Abstract Expressionism, Modern, Fine Art",Acrylic,Canvas,$690.00,Painting,27.6  H, 27.6  W, 1.8 
/art/Painting-Spring/18407/2881965/view,Katya Held,United States,"portrait, spring, female, figurative, floral",Portrait,"Realism, Fine Art, Portraiture",Oil,Canvas,$7500.00,Painting,28  H, 1  W, 22 
/art/Painting-Red-Zone/16857/2980473/view,Richard Kattman,United States,"red, blue, fine art, abstract painting , Color field, contemporary, Richard Kattman, green, modern",Abstract,"Abstract, Abstract Expressionism, Fine Art, Minimalism, Modern","Acrylic, Gesso",Canvas,$3810.00,Painting,68  H, 68  W, 0.1 
/art/Painting-polo/928040/3333502/view,Mostafa Keyhani,Canada,"polo, sport, oil painting, fineart, horseriding, horse, polosport",Sport,"Abstract, Figurative, Fine Art, Impressionism, Portraiture",Oil,Canvas,$7500.00,Painting,30  H, 40  W, 1 
/art/Painting-untitled/667169/2563316/view,Marcin Koz*owski,Poland,"sign, blue, symbol, symmetry, dualism",Abstract,"Abstract, Modern, Figurative, Fine Art, Minimalism","Acrylic, Airbrush",Canvas,$2190.00,Painting,28.7  H, 25.6  W, 0.9 
/art/Painting-one-can-see-better-in-a-distance/391492/1868243/view,Julia Hacker,Canada,"seascape, surrealism, trees, water, woman, lake, landscape, love, man, meditation, nature",Love,"Conceptual, Figurative, Fine Art, Surrealism","Acrylic, canvas","Canvas, Paper",$1600.00,Painting,30  H, 30  W, 1.5 
/art/Painting-Wasserfall/346867/2607220/view,Geoffrey Howard,United Kingdom,"paint, painting, blue, waterfall, white, abstract painting , wasserfall, abstract, green, modern",Abstract,"Abstract, Expressionism, Modern, Fine Art",Acrylic,Other,$475.00,Painting,11.8  H, 16.5  W, 0.1 
/art/Painting-Autumn-Crucible/912693/3153191/view,Igor Cheban,United States,"red, big, simple, unique, canvas, abstract, large, modern",Abstract,"Abstract, Pop Art, Fine Art, Modern, Minimalism",Oil,Canvas,$2770.00,Painting,72  H, 60  W, 1.5 
/art/Painting-MORNING-LIGHT/713253/2179017/view,NATASHA METAXA,Greece,"portrait, representative, window, inerior, relatios, feelings, figurative, light, men, modern",Interiors,"Fine Art, Figurative, Portraiture, Modern",Acrylic,Canvas,$8200.00,Painting,59.1  H, 59.1  W, 1.2 
/art/Painting-Things-we-lost-in-the-Fire/817569/3698257/view,Lioda Conrad Fine Art,South Africa,"smoke, contemporary portrait, fumage, African portraiture, ashes, innocence, monotone",Portrait,"Portraiture, Fine Art, Expressionism","Manipulated, Kinetic, New Media",Paper,$1290.00,Painting,23.2  H, 17.7  W, 0 
/art/Painting-Untitled-Ring/846418/3425696/view,Ethan Newman,United States,"painting, urban, fine art, black and white , expressive mark making, contemporary, urban decay, dark, abstraction, modern",Abstract,"Abstract, Fine Art, Modern","Acrylic, Oil, crayon, Pastel, oil bar",Canvas,$2370.00,Painting,36  H, 48  W, 1.5 
/art/Painting-winter-landscape/791650/2583902/view,Alusea Gordash,Switzerland,"black&white, large size, design, expressionism, abstract, modern abstract landscape",Abstract,"Abstract Expressionism, Abstract, Expressionism, Fine Art, Modern",Acrylic,Canvas,$3110.00,Painting,39.4  H, 47.2  W, 1.2 
/art/Painting-Vevey-4/939539/3364422/view,Eric Baronsky,France,"peaceful, red, sky, blue, yellow, turner, baronsky, abstract, Leestemaker, green, landscape, muted",Landscape,"Abstract, Abstract Expressionism, Impressionism, Fine Art",Oil,Canvas,$290.00,Painting,12  H, 12  W, 1.5 
/art/Painting-dating-original-mixed-Media-by-Jolina-Anthony/686569/3153610/view,Jolina Anthony,Spain,"painting, abstract painting , modern art, large painting, modern painting",Abstract,"Abstract, Abstract Expressionism, Fine Art, Modern","Acrylic, Oil, Marker, Pastel, Pencil",Canvas,$1440.00,Painting,32  H, 48  W, 1.5 
/art/Painting-Selfshot-1/298841/201904/view,Sierk van Meeuwen,Netherlands,"bear, selfshot, camera, girl, mirror",People,"Realism, Figurative, Fine Art",Oil,Canvas,$1430.00,Painting,15.7  H, 11.8  W, 0.8 
/art/Painting-Remy/572505/2545189/view,Elaine Nardini*Harris,United States,"painting, portrait, small, woman, Femal",Portrait,"Fine Art, Figurative, Portraiture, Realism",Acrylic,Canvas,$430.00,Painting,6  H, 6  W, 1 
/art/Painting-Mental-Landscapes/314224/2782574/view,Ad van Riel,Netherlands,"people, view, yellow, animals, figures, imagination, landscapes, orange",Abstract,"Fine Art, Figurative",Oil,Canvas,$1990.00,Painting,29.5  H, 37.4  W, 1.2 
/art/Painting-Native-Planting/666143/2645298/view,Martin Webb,United States,"pattern, stripes, urban, building, rural, dark, flags, house, night",Landscape,"Abstract, Fine Art, Folk, Illustration, Expressionism","Acrylic, other",Wood,$3770.00,Painting,36  H, 48  W, 2 
/art/Painting-10-12-16-portrait-study/80257/3228856/view,thomas donaldson,Thailand,"painting, pink, portrait, bold, fineart, expressive, girl, oils",People,"Expressionism, Figurative, Fine Art, Portraiture",Oil,Paper,$360.00,Painting,15  H, 15  W, 0 
/art/Painting-CAJ-007/736390/2956348/view,Kim Byungkwan,South Korea,"subculture, emptiness, face, gaze, girl",Portrait,"Expressionism, Figurative, Fine Art, Portraiture",Acrylic,Canvas,$3050.00,Painting,28.6  H, 35.8  W, 1.2 
/art/Painting-Sight-25/314224/3559559/view,Ad van Riel,Netherlands,"people, blue, green, landschape, life",Abstract,"Figurative, Fine Art","Oil, Acrylic",Cardboard,$425.00,Painting,13  H, 13  W, 0 
/art/Painting-Haine-Unrest/162237/2321151/view,Evie Kitt,United Kingdom,"skies, english, countryside, evie kitt, landscape",Abstract,"Abstract, Fine Art, Impressionism","Acrylic, Ink, Watercolor",Paper,$1070.00,Painting,16.5  H, 11.4  W, 0 
/art/Painting-Untitled/328886/2298658/view,Shawn Sloan,United States,"painting, oil painting, oil on canvas, abstract, art",Abstract,"Abstract, Fine Art, Modern",Oil,Canvas,$970.00,Painting,48  H, 48  W, 3 
/art/Painting-Green-Flats/779924/2813674/view,paul crook,United Kingdom,"acrylic, urban, buildings, colour, architecture",Architecture,"Documentary, Figurative, Fine Art, Realism, Modern",Acrylic,Paper,$395.00,Painting,8.7  H, 11  W, 0.4 
/art/Painting-Baltic-by-Tadeusz-Gazda-IV/344071/3418284/view,Tadeusz Gazda,Poland," art,  oil,  sea,  Poland,  Baltic, Gazda,  polish",Seascape,"Expressionism, Figurative, Fine Art, Folk, Impressionism",Oil,Canvas,$345.00,Painting,5.9  H, 3.9  W, 0.4 
/art/Painting-Grabbing-A-leaf-pedestrians-in-a-park/811012/2612911/view,Kevin Stuart,United States,"parks, pigeons, trees, yellow, green",People,"Figurative, Fine Art",Oil,Canvas,$2670.00,Painting,74  H, 105  W, 0.2 
/art/Painting-Untitled/757588/2340430/view,Tatiana Radsivilko,Belarus,"plane, plants, aeroplane, flora, flower",Airplane,"Dada, Figurative, Fine Art, Expressionism",Oil,Canvas,$3150.00,Painting,39.4  H, 31.5  W, 1.2 
/art/Painting-Flowers-Near-The-Window/841550/3350101/view,Nikolay Malafeev,Russia,"bouquet, village, wildflowers, window, still life, provence, home decor, decorative, floral, flowers, irises, nature",Still Life,"Abstract Expressionism, Art Deco, Expressionism, Fine Art, Impressionism",Watercolor,Paper,$1290.00,Painting,22.4  H, 17.3  W, 0 
/art/Painting-A-Communique/666143/2643930/view,Martin Webb,United States,"pattern, planet, sun, texture, warm, circle, connection, dark, geometry, house, orange",Landscape,"Abstract, Expressionism, Fine Art","Acrylic, other",Wood,$3770.00,Painting,36  H, 48  W, 2 
/art/Painting-Aporia/42648/3263619/view,Andrea Deschambeault,United States,"still life, cubist, geometric, interior, modernist",Abstract,"Abstract, Fine Art, Modern, Expressionism",Oil,Canvas,$3670.00,Painting,30  H, 30  W, 2 
/art/Painting-Ornithologist/425707/3577118/view,Victor Tkachenko,Canada,"pink, portrait, bird, black, grey, man",Portrait,Fine Art,"Acrylic, Ink",Canvas,$1030.00,Painting,20  H, 24  W, 1 
/art/Painting-Polythene-bag/385944/2901292/view,Alex Hanna,United Kingdom,"reductive, soft, analytical, observational, light",Still Life,"Documentary, Figurative, Fine Art, Realism, Minimalism",Oil,Canvas,$1030.00,Painting,9.8  H, 13.8  W, 0.8 
/art/Painting-Von-Oben-1/653828/2413558/view,Skadi Engeln,Germany,"aeriel, sky, blue, violet, white, yellow, clouds, fields, landscape",Landscape,"Abstract, Figurative, Fine Art, Impressionism, Modern","Oil, Tempera, Pastels","Canvas, Carbon Fibre",$17800.00,Painting,70.9  H, 118.1  W, 0.8 
/art/Painting-See-Beyond/884504/2998287/view,Orkun Boragan,Turkey,"painting, beyond, blue, color, abstract, history, image, modern",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern","Acrylic, Oil",Canvas,$2875.00,Painting,19.7  H, 23.6  W, 1 
/art/Painting-IF-I-LIVED-HERE-I-WOULD-BE-HOME-BY-NOW/728680/2889783/view,Michael Corra,South Korea,"tree, color, flowers, hexagon, nature",Nature,"Abstract, Fine Art, Minimalism, Modern, Pop Art","Acrylic, Fabric, Spray Paint",Other,$2550.00,Painting,33.9  H, 39.4  W, 3.1 
/art/Painting-Butterflies-on-Crimson-Copper-Umber/328402/3579275/view,Lily Greenwood,United Kingdom,"red, statement, sweep, swirl, umber, butterflies, Whoosh, copper, lily greenwood, crimson, energy, movement",Nature,"Expressionism, Fine Art, Impressionism, Modern","Acrylic, Inks, Varnish, Paper Collage, Pen",Canvas,$3730.00,Painting,60  H, 36  W, 1.5 
/art/Painting-Gradient-Window-I/944377/3552001/view,Kirstin Mitchell,United States,"sky, soft, blue, spiritual, sun, window, yellow, Color field, feels good, gradient, grid, atmosphere",Abstract,"Abstract, Conceptual, Minimalism, Modern, Fine Art",Acrylic,Other,$6400.00,Painting,76  H, 58  W, 0.5 
/art/Painting-Breaking-glass-in-your-room-again/52903/2589428/view,Carlson Hatton,United States,"hard-edge abstraction, Op-Art, abstract, figurative, painting meets printmaking",Abstract,"Fine Art, Abstract, Figurative, figurative, op-art",Acrylic,"Paper, Wood",$5070.00,Painting,48  H, 36  W, 2 
/art/Painting-Retro-rain/954750/3571432/view,Valentina Boyko,Ukraine,"rain, street, umbrella, Cityscape, Rainy city, Rain in the city, city, people with umbrellas, oil",Cities,"Impressionism, Fine Art","Oil, Full spectrum, Color, Lights, Environmental","Canvas, Other",$490.00,Painting,12  H, 20  W, 0.4 
/art/Painting-Struck-By-Stripes/723318/2649450/view,Maria Remedios Kleinschmidt,Germany,"painting, portrait, black, blue, stripes, woman, Mixed Media, collage, drawing, face, Kleinschmidt, girl",Portrait,"Portraiture, Figurative, Fine Art, Modern, Street Art","Paper, Paint, Ink, Pencil, Acrylic",Cardboard,$1800.00,Painting,26.8  H, 19.7  W, 0.1 
/art/Painting-Le-Beau-Mirage-II/314982/2588083/view,Fiona Maclean,Australia,"portrait, woman, women, eyes, fashion, female, figurative, flesh, girl, Fiona Maclean, nude, oil",Women,"Pop Art, Fine Art, figurative, Impressionism, Expressionism",Oil,Canvas,$1000.00,Painting,24  H, 18  W, 1 
/art/Painting-The-Return/708955/2593548/view,Joe Mulligan,United Kingdom,"people, beautiful, portrait, girl, model",Portrait,Fine Art,Oil,Canvas,$1960.00,Painting,23.6  H, 23.6  W, 1.6 
/art/Painting-Sleeping-in-the-General-s-House/343864/2423655/view,David Holcomb,United States,"storm, urban, chaos, richter, collage, angular, anxiety, energy, architecture, grid, hot, landscape",Architecture,"Abstract, Fine Art, Modern",Acrylic,Wood,$735.00,Painting,28  H, 24  W, 0.5 
/art/Painting-Wilderness-Lake/283032/2707972/view,Ron Cooper,United States,"red, water, earth, forest, green, lake, landscape, nature",Landscape,"Fine Art, Expressionism, Impressionism, Modern, Surrealism",Oil,Canvas,$810.00,Painting,14  H, 18  W, 1.5 
/art/Painting-Living-In-Boxes/563479/3586348/view,Jeremy Davison,Canada,"spaces, boxes, colourful, prison cell, Life Sentence, freedom, nature",Popular culture,"Abstract, Fine Art, Illustration, Folk, Expressionism","Acrylic, Found Objects","Canvas, Wood",$1000.00,Painting,24  H, 24  W, 2.5 
/art/Painting-Istanbul/718412/2085381/view,Nataly Yamaoka,,"istanbul, city, Bosporus, abstract, landscape",Landscape,"Abstract, Fine Art, Minimalism",Oil,Canvas,$1690.00,Painting,34.6  H, 31.9  W, 0.8 
